,date,headline,sponsored
2656,"July 16, 2015",42 Projects have been Shortlisted For the Second Stage of Health Innovation Marketplace Challenge,False
2657,"July 16, 2015",Nigeria's Tripican has a mobile app now,False
2658,"July 16, 2015",Nigeria’s Tripican has a mobile app now,False
2659,"July 16, 2015","Kenya's BitSoko gets $100,000 grant from Bill & Melinda Gates Foundation",False
2660,"July 16, 2015","Kenya’s BitSoko gets $100,000 grant from Bill & Melinda Gates Foundation",False
2661,"July 16, 2015",Kajiado is the 41st Kenyan County With Orange 3G Network,False
2662,"July 16, 2015",Transfast Deploys Premier Bank Deposit Network For International Remittances in 23 African Countries,False
2663,"July 16, 2015",This Nigerian crowdfunding startup’s growth hack is a million naira giveaway,False
2664,"July 16, 2015",Triggerfish just opened its $3.5million Story Lab to African storytellers,False
2665,"July 16, 2015",Kash Pandya is the New CEO of Helios Towers Africa,False
2666,"July 15, 2015",Wednesday News Roundup: A Responsive iROKOtv,False
2667,"July 15, 2015",The Evolution of a Startup Helping Students Hack Standardized Tests: Samson Abioye on Pass.ng,False
2668,"July 15, 2015",NCC upgrades rulebook on SIM card replacement,False
2669,"July 15, 2015","SEACOM Now Has A Point of Presence for its network in Stockholm, Sweden",False
2670,"July 15, 2015",MTN South Africa is considering job cuts,False
2671,"July 15, 2015",Shark Tank Billionaires to Feature in GES Summit Investor Delegation in Kenya,False
2672,"July 15, 2015","Heads Up African Developers, Airtel has an App Challenge for you",False
2673,"July 15, 2015",3G Direct Pay now has a PCI DSS clearance,False
2674,"July 15, 2015",Paytoo Now Offering International Money Remittance Services For Africa,False
2675,"July 15, 2015",RTI and IBM partner to address Africa's developmental challenges with big data,False
2676,"July 15, 2015",RTI and IBM partner to address Africa’s developmental challenges with big data,False
2677,"July 15, 2015",Facebook is building a digital assistant that sources responses from real people,False
2678,"July 15, 2015","Nigeria and Rwanda are Africa's most attractive retail markets, says A.T. Kearney Study",False
2679,"July 15, 2015","Nigeria and Rwanda are Africa’s most attractive retail markets, says A.T. Kearney Study",False
2680,"July 15, 2015",The Complete List of Nigerian Banks with Mobile Apps,False
2681,"July 15, 2015",Mobile-only iROKOtv is already making UX tweaks with progressive downloads,False
2682,"July 14, 2015",The first Orange Summit event is holding on July 18,False
2683,"July 14, 2015",6 usability mistakes you should not make on your next web design project,False
2684,"July 14, 2015",Tuesday News Roundup: The Irish Connection and then SLUSH,False
2685,"July 14, 2015",A Few Tech Things To Stay Connected To Your Little One,False
2686,"July 14, 2015",Kenya's Aga Khan Academy Library to effect a Ksh. 1.7 million tech upgrade,False
2687,"July 14, 2015",Kenya’s Aga Khan Academy Library to effect a Ksh. 1.7 million tech upgrade,False
2688,"July 14, 2015",Living In Lekki Editor talks to TechCabal about her interactive discovery map,False
2689,"July 14, 2015",Epix Mega II Review: A Budget Tablet With Ports to Spare,False
2690,"July 14, 2015",Ireland is taking applications for its Competitive Start Fund from startups all over the world,False
2691,"July 14, 2015",Applications are Open for Tigo Digital Changemakers Competition 2015,False
2692,"July 14, 2015","NEST Opens in Nairobi Kenya, Promises to Support Startups in Africa",False
2693,"July 13, 2015",CcHub is hosting Nigerian startups for the SLUSH impact accelerator pre-selection event,False
2694,"July 13, 2015",Monday News Roundup: On Ahmad Farroukh And Porting Season,False
2695,"July 13, 2015",NCC Reports 146 Million Active Lines in Nigeria for May,False
2696,"July 13, 2015",Smartphone shipment to Middle East and Africa in 2015 may reach 155 million units by year-end,False
2697,"July 13, 2015","Former Microsoft Exec, Nyati Mteto is the new CEO at MTN South Africa",False
2698,"July 13, 2015",Huawei and She Leads Africa Announce Fellows for their Fellowship Programme in China,False
2699,"July 13, 2015","MTN SA CEO, Ahmad Farroukh Moves to Etihad Etisalat",False
2700,"July 13, 2015","Three MEST Entrepreneurs in Training to Lead Jumia’s Expansion into Kumasi, Ghana",False
2701,"July 13, 2015",Get smart with this new wearable tech,False
2702,"July 10, 2015",Friday News Round up: Africa’s Smartest Founders Are In Nigeria For The Weekend,False
2703,"July 10, 2015","In a startup, everyone should be a growth hacker",False
2704,"July 10, 2015",Applications for the Slush Global Impact Accelerator are still open in Ethiopia,False
2705,"July 10, 2015","xHub has received a $30,000 grant from Indigo Trust to support Ethiopian tech community",False
2706,"July 10, 2015","ABAN, LAN and Lagos Startup Week will host the first Angel Investors bootcamp on July 31",False
2707,"July 10, 2015",Nigeria’s coding brothers are officially worldwide,False
2708,"July 10, 2015",The TEEP bootcamp begins today in Nigeria,False
2709,"July 9, 2015",CcHub's Summer of Code 2015 opens for applications,False
2710,"July 9, 2015",CcHub’s Summer of Code 2015 opens for applications,False
2711,"July 9, 2015",Bank of Ghana outlines fresh regulations for telcos on mobile money in Ghana,False
2712,"July 9, 2015","South Africa's Faithful to Nature Raises $800,000 Investment from Silvertree Capital",False
2713,"July 9, 2015","South Africa’s Faithful to Nature Raises $800,000 Investment from Silvertree Capital",False
2714,"July 9, 2015",Winners have emerged at the #HackJozi Challenge in Johannesburg,False
2715,"July 9, 2015",Jovago has opened an operations office in Ghana,False
2716,"July 9, 2015",CBN says the total value of Mobile Money transactions in Nigeria is now more than $3.5 billion,False
2717,"July 9, 2015",Why Four Gigabytes Of Ram Should Be The Minimum For Windows 10,False
2718,"July 8, 2015","Wednesday News Roundup: New Ways To Pay, and GirlPower",False
2719,"July 8, 2015","Evron Food Store Launches in Nigeria, Promises Three-hour Delivery",False
2720,"July 8, 2015",Drive South Africa Launches an App to Simplify the New Child Visa Law in SA,False
2721,"July 8, 2015",Here Are The 11 Essential Apps to Stay on Top of Nigerian News,False
2722,"July 8, 2015",GirlPower: iROKOtv's Second Developer-millionaire is Oluokun Adedayo,False
2723,"July 8, 2015",GirlPower: iROKOtv’s Second Developer-millionaire is Oluokun Adedayo,False
2724,"July 8, 2015",Huawei and Vodacom Launch e-libraries in South Africa,False
2725,"July 8, 2015",Nigeria's Access Bank Launches Contactless Payment System with PayWithCapture,False
2726,"July 8, 2015",Nigeria’s Access Bank Launches Contactless Payment System with PayWithCapture,False
2727,"July 8, 2015",C4DLab-incubated Chura has launched a mobile payments service,False
2728,"July 8, 2015",16 things we learned from the AMA with Paga's CEO,False
2729,"July 8, 2015",16 things we learned from the AMA with Paga’s CEO,False
2730,"July 8, 2015",Attend the Anadach Workshop on IP and Innovation on July 14,False
2731,"July 8, 2015",DotconnectAfrica Opens Applications for its $5ooo Grant Competition for African women in STEM,False
2732,"July 8, 2015",Etisalat Announces 2015 Prize for Innovation Competition,True
2733,"July 7, 2015",Tuesday News Roundup: Bitcoin in Nigeria,False
2734,"July 7, 2015",Western Union is enabling international mobile remittances with MTN too,False
2735,"July 7, 2015",Apply for the 2015 AMPION Venture Bus Africa Incubation Road-trip,False
2736,"July 7, 2015",IB Accelerator is teaching African startups how to make a kickass pitch. Apply,False
2737,"July 7, 2015",Lyf.ng is A Search Engine for Nigerian Businesses,False
2738,"July 7, 2015",Western Union and Tigo partner to allow international remittances into mobile wallets,False
2739,"July 7, 2015","Bitcoin Company, BitX Launches in Nigeria",False
2740,"July 7, 2015",On doubts when running startups,False
2741,"July 7, 2015",Concept Nova is Now In Warri,False
2742,"July 6, 2015",Uber Lagos is Hiring,False
2743,"July 6, 2015","Monday News Roundup:  So long, Farewell",False
2744,"July 6, 2015",Telkom and Bandwith Barn open their InnoTech accelerator programme in Cape Town,False
2745,"July 6, 2015","Ahmad Farroukh, MTN South Africa CEO Resigns",False
2746,"July 6, 2015",Nigerian e-commerce websites climb past Nairaland and Linda Ikeji on Alexa rankings,False
2747,"July 6, 2015",Airtel Kenya Will Invest Over $190 Million in Network Upgrade and CSR Over the Next 3 years,False
2748,"July 6, 2015",Lagos edition of Seedstars World opens for applications,False
2749,"July 6, 2015",5 Ways To Increase Usability and Sales on Your Ecommerce Site,False
2750,"July 6, 2015",The first Tech+ event will hold this July in Lagos,False
2751,"July 6, 2015",Kenyans Will Need Their IDs to Log on to Public Wi-Fi,False
2752,"July 6, 2015",PayrollPlus.co wants Beta Testers,False
2753,"July 3, 2015",Friday News Roundup: Capetonians Are Saying “Yes”,False
2754,"July 3, 2015",Nigeria's NOIPolls has released its mobile app,False
2755,"July 3, 2015",Nigeria’s NOIPolls has released its mobile app,False
2756,"July 3, 2015",Apple Music iOS 8.4 Update And Other Stories,False
2757,"July 3, 2015",Bharti Airtel Raises $1.3billion from Selling its Tower Assets in Africa,False
2758,"July 3, 2015",Nigeria's Interswitch has joined PCI Security Standard Council to improve global payments data security,False
2759,"July 3, 2015",Nigeria’s Interswitch has joined PCI Security Standard Council to improve global payments data security,False
2760,"July 3, 2015","13,000 People Sign Petition to Get Uber Cape Town an Operating Permit",False
2761,"July 2, 2015",5 Lessons the Danfo Team Will Teach You About Business,False
2762,"July 2, 2015",App-Only iROKOtv is live,False
2763,"July 2, 2015",The problem with Nigeria’s Bank Verification Number exercise in 14 tweets,False
2764,"July 2, 2015",The problem with Nigeria’s Bank Verification Number exercise in 14 tweets,False
2765,"July 2, 2015",7 Things That (Probably) Made iROKOtv Wildly Successful Where Most Startups Have Failed,False
2766,"July 2, 2015",Attend Hutbay's Meetup On Sharing Office Space For Lagos Startups,False
2767,"July 2, 2015",Attend Hutbay’s Meetup On Sharing Office Space For Lagos Startups,False
2768,"July 2, 2015",Ghana’s iSpace Announces its 2015 Mobile Apps Showcase and Startup Pitch Event,False
2769,"July 2, 2015",How to Brew The Perfect Chai – Using Remote Monitoring to Control The Environment of Tea Harvests,False
2770,"July 1, 2015",Wednesday News Roundup: Of Buses And WiFi,False
2771,"July 1, 2015","Co-Founder of Passion Incubator, Olufunbi Falayi Joins iDEA Nigeria",False
2772,"July 1, 2015",The Uber Lagos API Hackathon Demo Will Hold On The 8th of July,False
2773,"July 1, 2015",South Africa’s Awethu Opens Applications for its Six-month Incubator Programme,False
2774,"July 1, 2015",Project Isizwe and RADWIN are connecting Tshwane city buses to free WiFi,False
2775,"July 1, 2015",Attend GDG Lagos’ July API Saturday,False
2776,"July 1, 2015","WeThinkCode_, a Tech Talent Incubator is Launching in South Africa Next Year",False
2777,"July 1, 2015",Telecoms contributed N1.34 trillion to Nigeria’s GDP in Q1 2015,False
2778,"July 1, 2015","What's This NFC Thing, And How Will It work In Nigeria?",False
2779,"July 1, 2015","What’s This NFC Thing, And How Will It work In Nigeria?",False
2780,"July 1, 2015",South Africa will Record 27 Million Internet Users by 2019,False
2781,"July 1, 2015",Avoid The Go-Slow With These Traffic Monitoring Applications,False
2782,"June 30, 2015",Tuesday News Roundup: Naspers’ Yard Sale,False
2783,"June 30, 2015",Join Tayo Oviosu’s Radar AMA This Thursday,False
2784,"June 30, 2015","Local NGO, ACI, is Raising $150,000 To Teach 10,000 Nigerian Kids To Make Robots",False
2785,"June 30, 2015",Kenya’s iHub “ICT in Governance” Research Reveals Non-Internet-based ICTs are the most effective,False
2786,"June 30, 2015",Nigeria’s MainOne has invested $300 million in internet infrastructure in the last five years,False
2787,"June 30, 2015",The First Leg of Seedstars World Pitch Event in South Africa Holds Today,False
2788,"June 30, 2015",These Are The Most Viewed Nigerian Music Videos on YouTube,False
2789,"June 30, 2015","South Africa’s Naspers just Sold its Property Solutions Firm, Korbitec",False
2790,"June 30, 2015",Eating Through The Struggle With Eat Drink Lagos,False
2791,"June 29, 2015",Monday News Roundup: The Scramble For Africa 2.0,False
2792,"June 29, 2015",BlackBerry Leap Review: It’s Sitting On The Fence,False
2793,"June 29, 2015",Facebook is Opening An African Regional Office in South Africa,False
2794,"June 29, 2015",MOBOfree Launches ID Verification Option for Users in Nigeria and Uganda,False
2795,"June 29, 2015",Founders Hive Is About To Start Its MVP Demo Days Across Africa,False
2796,"June 29, 2015",Kenya’s Maramoja Adds Motorcycles To Its Taxi Hailing Service,False
2797,"June 29, 2015",Nigeria’s Suregifts is Expanding Operations to Ghana and South Africa,False
2798,"June 29, 2015","Ride-Sharing Startup, Raye7 Wins The Last DEMO Africa Mini-Event in Cairo",False
2799,"June 29, 2015",Applications Into The W.TEC 2015 Technology Camp for Girls Have Begun,False
2800,"June 29, 2015",Writerack’s New Interval Feature Should Supercharge Tweetstorming,False
2801,"June 27, 2015",Jobberman Will Help Applicants Create Kickass CVs for free,False
2802,"June 26, 2015",Friday News Roundup: ‘Open And Free’ Is Upon Us,False
2803,"June 26, 2015",Capital Investment in Africa Increased by 136% in 2014 – Report,False
2804,"June 26, 2015","Village Capital Names Farmline and Atikus Insurance As Winners of its $50,000 Agric Accelerator Programme",False
2805,"June 26, 2015","Zimbabwe’s Africabooking Raises $25, 000 in seed funding from US-based incubator",False
2806,"June 26, 2015","Former Jumia and Konga executive, Onyeka Akumah invests in Waracake",False
2807,"June 26, 2015",Nigeria’s Wennovation Hub and Informa Partner To Host ‘Entrepreneurs Hub for Startups’ at NigeriaCom,False
2808,"June 26, 2015","FinTech Startup, BudgIT to Power an Open Budget System for Northern Nigerian State",False
2809,"June 26, 2015",11 Hollywood Movies Reimagined By Nigerian Photoshop,False
2810,"June 26, 2015",Orange Releases Its Firefox OS-Powered Orange Klif in Kenya,False
2811,"June 25, 2015",Smile Communications Provides Free WiFi Connections for Metro Taxi Passengers in Lagos,False
2812,"June 25, 2015",SAP Africa Launches Pilot Project for Africa Code Week in Nigeria,False
2813,"June 25, 2015",Andela Raises Series A Round of Funding From Spark Capital and Others,False
2814,"June 25, 2015",BitHub Opens Application For Digital Currency Startups,False
2815,"June 25, 2015",Cameroon’s Silicon Mountain Community Holds its First Technology Conference,False
2816,"June 25, 2015",Not Enough Ado About APIs In Africa,False
2817,"June 25, 2015",Get Your Business Online with Affordable Web Hosting from DomainKing.NG,True
2818,"June 25, 2015",Big Data In the City II – Intelligent solutions with Google APIs,False
2819,"June 24, 2015",Wednesday News Round Up: Now You Are Talking,False
2820,"June 24, 2015",Twitter Is Hiring For Africa: Apply,False
2821,"June 24, 2015",The Ten Apps You Must Have if You Live in Nigeria,False
2822,"June 24, 2015",Now You Can get A Kenyan Visa Online,False
2823,"June 24, 2015",Microsoft Signs MoU To Drive Johannesburg’s Smart City Project,False
2824,"June 24, 2015",Rwandan Think Announces its 3-month Fast-track Incubator Program,False
2825,"June 24, 2015",Facebook Partners Cell C to Launch Internet.org in South Africa,False
2826,"June 24, 2015",Nigeria’s CPC Will Investigate DSTV’s Probable Abuse of Subscribers’ Rights,False
2827,"June 24, 2015",Sayo Oladeji: Another Reminder That The Nigerian Ecosystem is Bigger Than Lagos,False
2828,"June 24, 2015","Nigeria’s Audax Is Raising $20,000 For Its Summer Code School On Indiegogo",False
2829,"June 24, 2015",Creators In Tanzania and Zimbabwe Can Now Make Money Off YouTube,False
2830,"June 24, 2015",Windows Phone users have finally been let into the Whatsapp Calling Club,False
2831,"June 23, 2015",Google Now Lets You Retract E-Mails on Gmail,False
2832,"June 23, 2015",Breaking: Konga.com has acquired Zinternet Nigeria Limited for its mobile payments license,False
2833,"June 23, 2015",Tuesday News Roundup: Another $1billion To Play With,False
2834,"June 23, 2015","GOTv Extends Coverage to Epe and Ijebu-Ode, South West Nigeria",False
2835,"June 23, 2015",Francis Wangusi Resumes Another Term as Kenya’s CA Director General,False
2836,"June 23, 2015",Partnership Between Tigo and Bank of Kigali Links Up Their Financial Services,False
2837,"June 23, 2015",Satya Capital And TPG Growth Partner To Invest Over $1 billion in African Startups,False
2838,"June 23, 2015",Boosting Angel investor networks in Africa: Join the ABAN Investor Summit at DEMO Africa 2015,False
2839,"June 23, 2015",Analog Switch-off: 1.3 million Kenyan Households Blocked Out From Terrestrial TV,False
2840,"June 23, 2015",Pythias from Ent-mobile Allows Users Make Service Requests Like It’s A Friendly Conversation,False
2841,"June 22, 2015",Nigeria’s iROKOtv is Shutting Down Desktop Experience And Streaming Service In Africa,False
2842,"June 22, 2015",Monday News Roundup: Make Your Own Way!,False
2843,"June 22, 2015",iROKOtv Announces Content Partnership Deal With Ethnic-focused Lebara Play,False
2844,"June 22, 2015",Telkom is Cutting Data Pricing in South Africa,False
2845,"June 22, 2015",Kosavadeals is Creating A Comprehensive Listing Of Discounts in Lagos Stores,False
2846,"June 22, 2015","Googler from Nigeria, Chukwuemeka Afigbo, Talks About Getting Content To SSA Developers Through Offline SDKs",False
2847,"June 22, 2015",Jovago is Paying to Have You Watch its Ad Spots,False
2848,"June 22, 2015",Hojah is An App For Locating Every Kind of Food Around You,False
2849,"June 22, 2015",Ghana Sets A New Deadline for Analog Switch-off,False
2850,"June 21, 2015",VCs. Angels. And The 4 Startups That Pitched at iDea’s First Ever Demo Day,False
2851,"June 19, 2015",Nokia May Go back to Manufacturing Phones,False
2852,"June 19, 2015",Nigeria’s HutBay Launches a Marketplace for Moving Companies,False
2853,"June 19, 2015",@iBizAfrica Is Hosting Kenyan’s First Startup Weekend For Education,False
2854,"June 19, 2015",Why Do People Misunderstand Incubation Spaces in Africa?,False
2855,"June 19, 2015",Nigeria’s ImpactLabs is Taking Applications for its 2015 Summer Workshop,False
2856,"June 18, 2015",Thursday News Roundup: Now We Pay For Free Things,False
2857,"June 18, 2015",Three African Countries and Business Leaders Launch $5 million Regional Scholarship and Innovation Fund,False
2858,"June 18, 2015",Nigeria’s Wennovation Hub Has Opened Applications for its Six-Week Pre-Acceleration Program in Ibadan,False
2859,"June 18, 2015",4 Cool Tech Things For Ramadan,False
2860,"June 18, 2015",Apply To iDEA’s Accelerator Program,False
2861,"June 18, 2015",Nigerian and Cameroonian Startups Win $5 Million Access Co-Development Fund,False
2862,"June 18, 2015",Jovago Now Offers 24/7 Customer Service Center in its Nairobi Regional Offices,False
2863,"June 18, 2015",Google Launches Ramadan Companion for Fasting Muslims,False
2864,"June 18, 2015",Kenyans May Begin Paying for Terrestrial TV as Kenya Implements Analogue Switch-off,False
2865,"June 18, 2015",Fundz.co: You can call us Kickstarter for African startups,False
2866,"June 18, 2015","Kenyan Black Division Games Releases its First Person Shooter, Nairobi-X",False
2867,"June 18, 2015",Jolla Announces an African Ecosystem for its Sailfish OS,False
2868,"June 18, 2015",Big Data In the City – How To Run Your Business Efficiently With Big Data,False
2869,"June 17, 2015",Wednesday News RoundUp: Microsoft’s BizSpark Plus’ African Partner,False
2870,"June 17, 2015",LinkedIn is Offering Up To 30 days of Free Trial on Lynda.com,False
2871,"June 17, 2015",Airtel Kenya has Upgraded its 4G LTE Network in Nairobi,False
2872,"June 17, 2015",Seedstars World Adds Johannesburg as 13th African Pitch City,False
2873,"June 17, 2015",Spinlet Index: Most Searched Nigerian/Ghanaian Musicians + Infographic,False
2874,"June 17, 2015","Microsoft Partners South African Accelerator, SW7, for its BizSpark Plus Programme",False
2875,"June 17, 2015",Kenyan @iBizAfrica Wants To Be An Accelerator Now With Investment Fund in View,False
2876,"June 17, 2015","Easy Taxi Extends its Service to Nakuru County, Kenya",False
2877,"June 17, 2015",African Women in Tech Will Hold Diaspora Event in London Next Month,False
2878,"June 17, 2015",Take Your Jamz Everywhere With These Music Apps,False
2879,"June 16, 2015",Blackberry Leap Unboxing and First Impressions: All Business and No Sass,False
2880,"June 16, 2015",Tuesday News Roundup: Google’s Bet On Kenya,False
2881,"June 16, 2015",Google is in Talks To Back Kenya’s $700mn Wind Power Project,False
2882,"June 16, 2015",MasterCard and Ecobank Partner to Improve Electronic Payment Adoption Across Africa,False
2883,"June 16, 2015","New Facebook Photo App, Moments, Allows Users Share Photos Via Facial Recognition",False
2884,"June 16, 2015",Airtel Africa Signs Up Yaya Toure in Latest Marketing Drive,False
2885,"June 16, 2015",BlackBerry is Beta Testing Private Chat and Other BBM Features,False
2886,"June 16, 2015",Circuit Atlantic and Shippyme Merge to Become Zaposta,False
2887,"June 15, 2015",Monday News Round Up: Send it Like A Snail Mail,False
2888,"June 15, 2015",Mobile Money Transactions in Nigeria are in Excess of $5 million Annually,False
2889,"June 15, 2015",Jumia Kenya Partners Postal Corporation of Kenya For Logistics,False
2890,"June 15, 2015",The SA Reserve Bank has Approved EcoCash Zimbabwe Transfer Service,False
2891,"June 15, 2015",Kenyan Shield Finance Is The Second Startup To Qualify For DEMO Africa Main Event,False
2892,"June 15, 2015",TechCrunch’s Jon Shieber Will Be Present at Marvel Web’s Lagos Tech Showdown,False
2893,"June 15, 2015","First Mobile-Money Treasury Bond, M-Akiba, Unveiled in Kenya",False
2894,"June 15, 2015","Death Penalty, Child Pornography & Hacking…10 Things To Know About Nigeria’s Cybercrime Act",False
2895,"June 12, 2015",This is What ‘Go My Way’ is Really out to do,False
2896,"June 12, 2015",Friday News RoundUp: These PCs Were Made in Africa,False
2897,"June 12, 2015","Kenyan University Launches 4,000 Units of Locally Designed Laptop",False
2898,"June 12, 2015",Addynamo Retires its ad Network to Focus on Twitter ad Sales in Africa,False
2899,"June 12, 2015",Twitter will remove the 140-character limit on DMs by July,False
2900,"June 12, 2015",Andela is About to Launch its First Kenyan Fellowship Program,False
2901,"June 12, 2015",The Next Blackberry Flagship May Come With An Android OS,False
2902,"June 12, 2015",Yudala Joins the List of E-commerce Platforms in Nigeria,False
2903,"June 12, 2015","Dick Costolo Steps Down as Twitter’s CEO, Board Announces Interim CEO",False
2904,"June 12, 2015",Nigeria’s Interswitch has announced partnership with FuelVoucher,False
2905,"June 12, 2015",Infographic: How Much Do Nigerian Developers Earn?,False
2906,"June 11, 2015","Nigerian Startup Accelerator, iDEA Announces its Demo Day",False
2907,"June 11, 2015",Thursday News Roundup: European Business Angel Network ready to support African Angel Community,False
2908,"June 11, 2015",Seven Top Nigerian Universities Where Nigerian Developers Come From,False
2909,"June 11, 2015",Ugandan MMINDZS Wins the Bill Gates-Funded Grand Challenges Explorations Grant,False
2910,"June 11, 2015","MTN Nigeria, Naij and Opera Mini are about to Partner Up",False
2911,"June 11, 2015",Flippy Campus Qualifies for DEMO Africa 2015,False
2912,"June 11, 2015",European Business Angel Network is Ready to Partner with the African Angel Community,False
2913,"June 11, 2015",TanaMe is a Mobile-only Professional Enterprise App Made in Africa,False
2914,"June 11, 2015",How To Build An Ebola Hotline With Automated SMS Responses,False
2915,"June 10, 2015",Wednesday Roundup: The $5 Million Startup Competition,False
2916,"June 10, 2015",Say Hello To Nigeria’s Newest Angel Investor: Sim Shagaya,False
2917,"June 10, 2015",iROKO TV’s First Millionaire-Engineer is Oluwasayo Oladeji,False
2918,"June 10, 2015","Go My Way, A Nigerian Ridesharing service Has Just Launched With Backing From Tech Heavyweights",False
2919,"June 10, 2015",88mph halts investments in African startups,False
2920,"June 10, 2015",MTN South Africa Opens Applications for the 2015 App of the Year Award,False
2921,"June 10, 2015",Access Infra Africa Shortlists Four Startups for its $5 million Renewable Energy Competition,False
2922,"June 10, 2015",The BlackBerry Leap Launches into the Nigerian Market,False
2923,"June 10, 2015","Nigeria’s Property Marketplace, Hutbay, Unveils Custom Webpages for  Estate Agents and Developers",False
2924,"June 10, 2015",Jara Gives You a Free Shopping Coupon For Every Airtime Purchase,False
2925,"June 10, 2015",Ping! Seven Instant Messaging Apps For Smartphones in Nigeria,False
2926,"June 9, 2015",Tuesday News Roundup: Konga’s K-Pay Steps out of Skunkworks,False
2927,"June 9, 2015",Nigeria’s Co-creation Hub Opens Applications for its 2015 Code Camp,False
2928,"June 9, 2015",Zomato’s Food Ordering Feature May Debut in South Africa Soon,False
2929,"June 9, 2015",Intel’s ‘She Will Connect’ Plans to Train 5 Million More African Females in ICT by 2020,False
2930,"June 9, 2015",Konga Pay Is Now Ready To Go,False
2931,"June 9, 2015",Nailab Opens up General Applications To the 6th Cycle of its Incubation Program,False
2932,"June 9, 2015",Indie Files: 5 Musicians That Wouldn’t Exist Without The Internet,False
2933,"June 9, 2015","Apple Announces Its Streaming Service Release Date and Throws in a Worldwide Radio Station, Beats1",False
2934,"June 9, 2015",SimbaPay’s Zero-rate Money Transfer Service Now Supports M-Pesa Paybill for Kenyans in the UK,False
2935,"June 9, 2015",These Are The Top Gossip Blogs in Africa,False
2936,"June 9, 2015",Ratescanner Wants To Help You Make Smart Loan Choices,False
2937,"June 8, 2015","Nigeria-based Neighbourhood Peer-Education Platform, Tuteria, Launches Tomorrow",False
2938,"June 8, 2015",Monday News RoundUp: Free Internet for Schools Everywhere,False
2939,"June 8, 2015","Lagos’ Technical School, FSTC, Gets Free WiFI and Alternative Power Supply from Vodacom",False
2940,"June 8, 2015",Plugin and Angaza have Emerged Winners at the Negawatt challenge held in  Nairobi,False
2941,"June 8, 2015",Edusko looks like the Hotels.ng for Elementary and High Schools,False
2942,"June 8, 2015",SWIFT Networks has Acquired Chromecom,False
2943,"June 8, 2015",Telkom Says its Broadband Digital Subscriber Line has Hit 1 Million Users,False
2944,"June 8, 2015",Jovago Extends its Services to Myanmar and Bangladesh,False
2945,"June 8, 2015",Airtel Kenya Provides Seven More Schools in Kenya With Free Internet Connection,False
2946,"June 8, 2015",ChopUP’s Jagun: An African Kind of Clash of Clans,False
2947,"June 8, 2015",Goly is an Online Marketplace for Skills,False
2948,"June 8, 2015",The Phobia for The Internet of Things,False
2949,"June 5, 2015",Friday News Roundup: Facebook’s Location Update,False
2950,"June 5, 2015",Why did Emmanuel Adetutu Put 3D Printers in a Suitcase?,False
2951,"June 5, 2015",Active Telephone Lines in Nigeria Hit 145.4 million – NCC,False
2952,"June 5, 2015",Send a Map of Your Location Via Facebook’s New Update,False
2953,"June 5, 2015",Huawei Wants to Train 1000 African Students in its ‘Seed for the Future’ Program over the next Five Years,False
2954,"June 5, 2015",Nairobi’s m:Lab Announces Semi-Finalists for 2015 PIVOT East,False
2955,"June 5, 2015",The Nigerian Who Would Go To Mars,False
2956,"June 4, 2015",Thursday News RoundUp: Uber’s Cash Experiment In Nairobi,False
2957,"June 4, 2015",Telkom will Roll-out Uncapped LTE Broadband For Home this June,False
2958,"June 4, 2015","MasterCard Enables Support for Google’s Mobile Payments Solution, Android Pay",False
2959,"June 4, 2015",Uber Nairobi is Now Accepting Cash and Mobile Money Payments. Here’s Why,False
2960,"June 4, 2015","Hisense Opens African Headquarters in Century City, South Africa",False
2961,"June 4, 2015",Airtel Kenya Connects Kambui’s School for the Deaf to Free Internet,False
2962,"June 4, 2015",TaxTim Partners PriceWaterHouseCoopers for Expansion into Namibia,False
2963,"June 4, 2015","iHub Announces Meetup with French Startups, SMEs and Investors",False
2964,"June 4, 2015",Series Intro: Learn Hardware. Build Machines,False
2965,"June 4, 2015",Why Does Everybody Hate Rocket Internet?,False
2966,"June 3, 2015",Wednesday News Roundup: The Business of MasterCard in Somalia,False
2967,"June 3, 2015",43North Opens Applications for its Business Plan Competition,False
2968,"June 3, 2015",Kenyans Use Instant Messaging Apps The Most –  Jumia’s Mobile Industry Report,False
2969,"June 3, 2015","African-American Pop Star, Akon Launches Solar Academy in Mali",False
2970,"June 3, 2015",Africa needs to drive interconnectivity despite rapid  internet growth – Internet Society Report,False
2971,"June 3, 2015",MasterCard Becomes The First International Payments Network In Somalia After Partnership with Local Bank,False
2972,"June 3, 2015",EbonyLife TV Partners with Summview to Launch an Africa-focused Multi-Screen VOD Platform,False
2973,"June 3, 2015",Coolest Nigerian Brands on Social Media,False
2974,"June 3, 2015",Everything You Should Know About GTBank’s USSD Transfers,False
2975,"June 3, 2015",Want to Listen to Nigerian Radio Over the Internet? There Are Apps For That,False
2976,"June 2, 2015",Tuesday News Roundup: 2016 – The Year of Interswitch’s IPO,False
2977,"June 2, 2015",Uganda Plans to Establish Innovation Fund for Technology Startups,False
2978,"June 2, 2015",New App Helps Tunisian Citizens Report Environmental Abuse,False
2979,"June 2, 2015",Jekalo’s Lagos Carpooling App Is Exactly What I Wish Someone Would Have Built Three Years Ago,False
2980,"June 2, 2015","Nigerian Electronic Payment Company, Interswitch, May Launch IPOs in London and Lagos",False
2981,"June 2, 2015",Microsoft Will Release the Windows 10 OS on July 29,False
2982,"June 2, 2015",12 Internet Resources to Teach Yourself How to Code,False
